,Municipio,Latitud,Longitud,Categoria,Nombre del Lugar,Distancia (m),adress
2784,Pinto,40.240985,-3.7005072,13065,Cervecería Atila,2045,"Avenida Juan Pablo II, 18-74"
2785,Pinto,40.240985,-3.7005072,13065,Hispano Internacional,2452,"Sector, 1"
2786,Pinuecar gandullas,41.03554635,-3.599475586218161,13065,Hostal Castillo de Somosierra,1785,"Carretera Nal 1, Km 81"
2787,Pinuecar gandullas,41.03554635,-3.599475586218161,13065,Casa rural la Carcava,2318,"Calle del Arroyo, 12"
2788,Pinuecar gandullas,41.03554635,-3.599475586218161,13065,La Vaca Gandulla,384,"Carretera Gandullas-Buitrago, s/n"
2789,Pinuecar gandullas,41.03554635,-3.599475586218161,13065,La Barrica de la Serna,2192,"Calle de los Peligros, 45"
2790,Pinuecar gandullas,41.03554635,-3.599475586218161,13065,La Ventanilla,2192,"Peligros, 45"
2791,Pinuecar gandullas,41.03554635,-3.599475586218161,13065,Bar Tasca,2196,"Calle de los Peligros, 9"
2792,Pozuelo de alarcon,40.4346528,-3.814834,13065,Urrechu,2265,"Calle Barlovento, 1"
2793,Pozuelo de alarcon,40.4346528,-3.814834,13065,El Urogallo Pozuelo,1364,"Avenida de Europa, 5"
2794,Pozuelo de alarcon,40.4346528,-3.814834,13065,Taberna Entretres,2162,"Avenida Europa, 15"
2795,Pozuelo de alarcon,40.4346528,-3.814834,13065,Gancho y Directo,2225,"Calle Barlovento, 1"
2796,Pozuelo de alarcon,40.4346528,-3.814834,13065,La Cumbre,1856,"Vía de las Dos Castillas, 23"
2797,Pozuelo de alarcon,40.4346528,-3.814834,13065,Reebok Sport Club Restaurant,1744,"Paseo del Club Deportivo, 1"
2798,Pozuelo de alarcon,40.4346528,-3.814834,13065,O'hara's Irish Pub & Restaurant,1800,"Vía de las Dos Castillas, 23"
2799,Pozuelo de alarcon,40.4346528,-3.814834,13065,Sushi Olé Pozuelo,1351,"Calle de Atenas, 2"
2800,Pozuelo de alarcon,40.4346528,-3.814834,13065,La Española,1948,"Avenida Juan Xxiii, 5"
2801,Pozuelo de alarcon,40.4346528,-3.814834,13065,Mallorca Café,1306,"Avenida de Europa, 26B"
2802,Pozuelo de alarcon,40.4346528,-3.814834,13065,Arroceria Balear Pozuelo,2598,"Avenida de Europa, 27"
2803,Pozuelo de alarcon,40.4346528,-3.814834,13065,La Tagliatella,1870,"Avenida Comunidad de Madrid, 3"
2804,Pozuelo de alarcon,40.4346528,-3.814834,13065,La Lonja de Pozuelo,1022,"Vía Dos Castillas, 9"
2805,Pozuelo de alarcon,40.4346528,-3.814834,13065,El Kiosko,1217,"Calle San José de Calasanz, s/n"
2806,Pozuelo de alarcon,40.4346528,-3.814834,13065,El Vagón de la Cerveza,2949,"Avenida del Talgo, 206"
2807,Pozuelo de alarcon,40.4346528,-3.814834,13065,La Plata Bakery,2686,"Avenida de Europa, 23"
2808,Pozuelo de alarcon,40.4346528,-3.814834,13065,La Vivaracha,2613,"Avenida de Europa, 27"
2809,Pozuelo de alarcon,40.4346528,-3.814834,13065,Armenia Ararat,100,"Carretera de Carabanchel a Aravaca, 5"
2810,Pozuelo de alarcon,40.4346528,-3.814834,13065,La Carbonera de Carranza,105,"Pza. Mayor, 5"
2811,Pozuelo de alarcon,40.4346528,-3.814834,13065,Grill gourmet burguer,105,"Plaza Mayor, 5"
2812,Pozuelo de alarcon,40.4346528,-3.814834,13065,Te Oriental Li Pozuelo,277,"Calle Dr. Cornago, 22 Bajo"
2813,Pozuelo de alarcon,40.4346528,-3.814834,13065,Delices Pastelería By Danielle Liu,282,"Calle Nuestra Señora de la Consolacion, 1"
2814,Pozuelo de alarcon,40.4346528,-3.814834,13065,Bola Pizzas y Mas,402,"Camino de las Huertas, 2"
2815,Pozuelo de alarcon,40.4346528,-3.814834,13065,Los Pescaitos,1758,"Avenida de Europa, 16"
2816,Pozuelo de alarcon,40.4346528,-3.814834,13065,L'Altro Mondo,2175,"Avenida Europa, 22"
2817,Pozuelo de alarcon,40.4346528,-3.814834,13065,Casa Teresa,636,"Plaza Ciudad de Viena, 6"
2818,Pozuelo de alarcon,40.4346528,-3.814834,13065,Burger King,1392,"Calle de Atenas, 2"
2819,Pozuelo de alarcon,40.4346528,-3.814834,13065,Restaurante Dosca III,983,"Vía Dos Castillas, 9"
2820,Pozuelo de alarcon,40.4346528,-3.814834,13065,Fetén Cervecería,1015,"Avenida de Europa, 1"
2821,Pozuelo de alarcon,40.4346528,-3.814834,13065,Maki,1053,"Avenida Europa, 26"
2822,Pozuelo de alarcon,40.4346528,-3.814834,13065,Horno Santa María,1254,"Calle Grecia, 1"
2823,Pozuelo de alarcon,40.4346528,-3.814834,13065,Celmart Coffee,2567,Avenida Europa 34D
2824,Pozuelo de alarcon,40.4346528,-3.814834,13065,La Porchetta Bar & Grill,1349,"Calle Atenas, 2"
2825,Pozuelo de alarcon,40.4346528,-3.814834,13065,Gallina Vieja - Pozuelo,1351,"Calle Atenas, 2"
2826,Pozuelo de alarcon,40.4346528,-3.814834,13065,La hora de comer,1367,"Calle Atenas, 2"
2827,Pozuelo de alarcon,40.4346528,-3.814834,13065,Burger King,1360,"Atenas, 2"
2828,Pozuelo de alarcon,40.4346528,-3.814834,13065,La Montanera 2,1768,"Avenida de Europa, 16"
2829,Pozuelo de alarcon,40.4346528,-3.814834,13065,Saboreate y cafe - pozuelo estacion,2027,"Segundo Mata, 1"
2830,Pozuelo de alarcon,40.4346528,-3.814834,13065,Piccadilly Coffee Pozuelo,2177,"Avenida de Europa, 15"
2831,Pozuelo de alarcon,40.4346528,-3.814834,13065,Tasty Poke Bar,2179,"Avenida de Europa, 22"
2832,Pozuelo de alarcon,40.4346528,-3.814834,13065,La Hacienda de Pozuelo,1848,"Avenida de Juan Xxiii, 6"
2833,Pozuelo de alarcon,40.4346528,-3.814834,13065,Kaxkamo,2316,"Adva. Europa, 17"
2834,Pozuelo de alarcon,40.4346528,-3.814834,13065,Natural Luch la Finca,2075,"Paseo del Club Deportivo, 1"
2835,Pozuelo de alarcon,40.4346528,-3.814834,13065,Easylunch,2597,"Vía de las Dos Castillas, 33"
2836,Pozuelo de alarcon,40.4346528,-3.814834,13065,La Parada Av. Europa,2664,"Avenida de Europa, 27"
2837,Pozuelo de alarcon,40.4346528,-3.814834,13065,Younas turco,2666,"Avenida Talgo, 202"
2838,Pozuelo de alarcon,40.4346528,-3.814834,13065,El olivar de pozuelo,2710,"Avenida General Mola, 44"
2839,Pozuelo de alarcon,40.4346528,-3.814834,13065,Bambú Bar,2713,"Avenida de Europa, 23"
2840,Pozuelo de alarcon,40.4346528,-3.814834,13065,Restaurante los Olivos,2055,"P. Club Deportivo, 1"
2841,Pozuelo de alarcon,40.4346528,-3.814834,13065,Burger King,2391,"Manuel de Falla, 4"
2842,Pradena del rincon,41.0443369,-3.5402284,13065,El Hayedo,1966,"Travesía de Horcajuelo, 13"
2843,Pradena del rincon,41.0443369,-3.5402284,13065,Taberna el Trebol,95,"Calle Rosario, 1"
2844,Pradena del rincon,41.0443369,-3.5402284,13065,El Rincón del Cárabo,1593,"Calle Pozas, 40"
2845,Pradena del rincon,41.0443369,-3.5402284,13065,Panadería Nani,1883,"Plaza Mayor, 3"
2846,Pradena del rincon,41.0443369,-3.5402284,13065,La Ladera de Horcajuelo,1949,"Calle Blanco, 17"
2847,Pradena del rincon,41.0443369,-3.5402284,13065,Los Naranjos,2078,"Calle del Real, 19"
2848,Pradena del rincon,41.0443369,-3.5402284,13065,Bar el Rincón,102,"Calle Real, 8"
2849,Pradena del rincon,41.0443369,-3.5402284,13065,Alojamientos la Hontanilla,1565,"Avenida el Soto, 2"
2850,Pradena del rincon,41.0443369,-3.5402284,13065,Restaurante la Hontanilla,1631,"Avenida Soto, 24 y, 36"
2851,Pradena del rincon,41.0443369,-3.5402284,13065,Restaurante el Pajar - Un Pajar de 200 a,1907,"Calle de la Comunidad de Madrid, 9"
2852,Puebla de la sierra,41.0121247,-3.4444367,13065,La Posada de la Puebla,50,"Plaza Carlos Ruiz, 2"
2853,Puentes viejas manjiron,40.9654041,-3.5828764,13065,Aldea Santillana,53,"Carretera M-127, Berrueco-Cervera de Buitrago, Km 9.200"
2854,Puentes viejas manjiron,40.9654041,-3.5828764,13065,Posada y Alojamientos el Aprisco,143,"Avenida del Villar, 21"
2855,Quijorna,40.4290833,-4.0565378,13065,El Aguila,186,"Real, 50"
2856,Quijorna,40.4290833,-4.0565378,13065,La Taberna del Mariart,189,"Quejigo, 54"
2857,Quijorna,40.4290833,-4.0565378,13065,Los Chopos,86,"Virgen del Pilar, 19"
2858,Rascafria,40.9038871,-3.8802853,13065,Restaurante Conchi,142,"Calle Rosario, 23"
2859,Rascafria,40.9038871,-3.8802853,13065,Tascafria Café Bar,46,"Plaza de la Villa, 31"
2860,Rascafria,40.9038871,-3.8802853,13065,Asador la Abuela,196,"Calle Abelardo Gallego, 10"
2861,Rascafria,40.9038871,-3.8802853,13065,Casa Briscas,55,"Plaza España, 13"
2862,Rascafria,40.9038871,-3.8802853,13065,Restaurante el Pilón,237,"Ibáñez Marín, 28"
2863,Rascafria,40.9038871,-3.8802853,13065,Caldea,291,"Avenida de el Paular, 37"
2864,Rascafria,40.9038871,-3.8802853,13065,La Fanega de Roque Comedor Solariego,137,"Avenida el Paular, 19"
2865,Rascafria,40.9038871,-3.8802853,13065,Bar el Río,144,"Calle de Ibañez Marin, 28"
2866,Rascafria,40.9038871,-3.8802853,13065,Rosario6,98,"Calle de Rosario, 6"
2867,Rascafria,40.9038871,-3.8802853,13065,Restaurante la Pradera,411,"Carretera de Miraflores, s/n"
2868,Rascafria,40.9038871,-3.8802853,13065,Boutique del Pan Feliseda,176,"Calle de la Corrala, 4"
2869,Rascafria,40.9038871,-3.8802853,13065,Barondillo,260,"Cuesta del Chorro, 4"
2870,Rascafria,40.9038871,-3.8802853,13065,Cachivache Restaurante,454,"Avenida del Valle, 39"
2871,Rascafria,40.9038871,-3.8802853,13065,Casa Juanito,191,"Avenida el Paular, 29"
2872,Rascafria,40.9038871,-3.8802853,13065,Los Calizos,1448,"Carretera Miraflores, Km 30,5"
2873,Rascafria,40.9038871,-3.8802853,13065,La Junquera,2472,"Calle Río, 3"
2874,Rascafria,40.9038871,-3.8802853,13065,El Boliche,3544,"Río, 13"
2875,Rascafria,40.9038871,-3.8802853,13065,Mesón Peranche,30,"Plaza de España, 4"
2876,Rascafria,40.9038871,-3.8802853,13065,Briscas Restaurante,55,"Plaza España, 13"
2877,Rascafria,40.9038871,-3.8802853,13065,Hiruela Cañil e,139,"Avenida Paular, 19"
2878,Rascafria,40.9038871,-3.8802853,13065,Iruela Gonzalez j. C,291,"Avenida Paular, 29"
2879,Rascafria,40.9038871,-3.8802853,13065,El Anzuelo,18844,"Carretera Rascafria Lozoya M-604, Km 8"
2880,Rascafria,40.9038871,-3.8802853,13065,Casa Ormaza,2476,"Río, 3"
2881,Reduena,40.8158054,-3.6039309,13065,Blanquita,1893,"Real, 76"
2882,Reduena,40.8158054,-3.6039309,13065,El Rincon de Cabanillas,1991,"Calle Real, 75"
2883,Reduena,40.8158054,-3.6039309,13065,Ventura & Jones,2405,"Calle del Parador, 15"
2884,Reduena,40.8158054,-3.6039309,13065,Ribeiriño,2482,"Parador, 2"
2885,Reduena,40.8158054,-3.6039309,13065,El Coto,2625,"Calle Melquiades Biencinto, 13"
2886,Ribatejada,40.6664949,-3.3919178,13065,La Musa,2327,"Castillo Peñafiel, 300"
2887,Rivas vaciamadrid,40.3536054,-3.5310879,13065,Bebola,550,"Avenida Ángel Saavedra, 1"
2888,Rivas vaciamadrid,40.3536054,-3.5310879,13065,La Huella cafe cultural vegetariano,2613,Calle Trece Rosas N2
2889,Rivas vaciamadrid,40.3536054,-3.5310879,13065,Maroma,1591,"Calle Aurelio Alvarez, 14T"
2890,Rivas vaciamadrid,40.3536054,-3.5310879,13065,Goiko,1895,"Calle Marie Curie, 4"
2891,Rivas vaciamadrid,40.3536054,-3.5310879,13065,Palacio Criollo,1120,"Calle Electrodo, 32"
2892,Rivas vaciamadrid,40.3536054,-3.5310879,13065,Llaollao (llaollao),1893,"Calle Marie Curie, 4"
2893,Rivas vaciamadrid,40.3536054,-3.5310879,13065,Domino's Pizza,774,"Avenida Angel Saavedra, 5"
2894,Rivas vaciamadrid,40.3536054,-3.5310879,13065,Palacio King,122,"Plaza José Celestino Mutis Sector II, 2"
2895,Rivas vaciamadrid,40.3536054,-3.5310879,13065,Coolture Cafe,82,"Calle Dalia, 7"
2896,Rivas vaciamadrid,40.3536054,-3.5310879,13065,Pasteleria Bouquet,274,"Calle María Zambrano, 3"
2897,Rivas vaciamadrid,40.3536054,-3.5310879,13065,La Bohemia,604,"Calle Francisco Ayala, 2"
2898,Rivas vaciamadrid,40.3536054,-3.5310879,13065,Recoleta Empanadas Argentinas,597,"Ronda Parque Bellavista, 4"
2899,Rivas vaciamadrid,40.3536054,-3.5310879,13065,La Zampa,684,"Paseo Capa Negra, 6"
2900,Rivas vaciamadrid,40.3536054,-3.5310879,13065,El Vallina,689,"Avenida de José Hierro, 28"
2901,Rivas vaciamadrid,40.3536054,-3.5310879,13065,Restaurante Pincel,760,Calle de la Fundición 4 Bis
2902,Rivas vaciamadrid,40.3536054,-3.5310879,13065,El Puchero de la Abuela,878,"Avenida Ángel Saavedra, 7"
2903,Rivas vaciamadrid,40.3536054,-3.5310879,13065,Bar el Capricho,883,"Avenida Pablo Iglesias, 83"
2904,Rivas vaciamadrid,40.3536054,-3.5310879,13065,El Meson de David,891,"Calle Aloe, 14"
2905,Rivas vaciamadrid,40.3536054,-3.5310879,13065,NAO Bistro Bar,917,"Calle Cesar Manrique 2A Planta, 2"
2906,Rivas vaciamadrid,40.3536054,-3.5310879,13065,Taberna Rodri,1396,"Plaza Constitución Calle Com. Rivas-Centro, s/n"
2907,Rivas vaciamadrid,40.3536054,-3.5310879,13065,La Percha,1050,"Calle el Cincel, 6"
2908,Rivas vaciamadrid,40.3536054,-3.5310879,13065,Casa Da Luis,1123,"Avenida Pilar Miró, 55"
2909,Rivas vaciamadrid,40.3536054,-3.5310879,13065,Bar Miró,1124,"Avenida Pilar Miró, 55"
2910,Rivas vaciamadrid,40.3536054,-3.5310879,13065,100 Montaditos,1460,"C. Marie Curie, 4,"
2911,Rivas vaciamadrid,40.3536054,-3.5310879,13065,El almacén del gourmet,1180,"Avenida Pilar Miró, 80"
2912,Rivas vaciamadrid,40.3536054,-3.5310879,13065,Pincho King,1210,"Avenida de Pablo Iglesias, 84"
2913,Rivas vaciamadrid,40.3536054,-3.5310879,13065,Ya Sushi,1210,"Avenida Pablo Iglesias, 84"
2914,Rivas vaciamadrid,40.3536054,-3.5310879,13065,Ali Kebab,1266,"Avenida Pablo Iglesias, 89"
2915,Rivas vaciamadrid,40.3536054,-3.5310879,13065,Rodilla,1395,"Pza. Constitución, s/n"
2916,Rivas vaciamadrid,40.3536054,-3.5310879,13065,Tercer Tiempo,1419,"Plaza de la Constitución, 2"
2917,Rivas vaciamadrid,40.3536054,-3.5310879,13065,Kremma,1527,"Calle Aurelio Álvarez, 4"
2918,Rivas vaciamadrid,40.3536054,-3.5310879,13065,El Rincón del Zoco,1559,"Paseo de la Chopera, 9"
2919,Rivas vaciamadrid,40.3536054,-3.5310879,13065,Restaurante Bangok,1583,"Paseo de la Chopera, s/n"
2920,Rivas vaciamadrid,40.3536054,-3.5310879,13065,Buta-K,1606,"Avenida Aurelio Alvarez, 08 T"
2921,Rivas vaciamadrid,40.3536054,-3.5310879,13065,Blue Frog,1624,"Calle de Marie Curie, 4"
2922,Rivas vaciamadrid,40.3536054,-3.5310879,13065,Padthaiwok,1835,"Calle Marie Curie, 4"
2923,Rivas vaciamadrid,40.3536054,-3.5310879,13065,McDonald's,1739,"Calle Juan de la Cierva, 1"
2924,Rivas vaciamadrid,40.3536054,-3.5310879,13065,Carl's Jr,1893,"Calle Marie Curie, 4"
2925,Rivas vaciamadrid,40.3536054,-3.5310879,13065,La Chelinda,1893,"Calle Marie Curie, 4"
2926,Rivas vaciamadrid,40.3536054,-3.5310879,13065,Labuela,1899,"Plaza Castilla y León, 9-10"
2927,Rivas vaciamadrid,40.3536054,-3.5310879,13065,Al Punto,1931,"Calle Juan de la Cierva, 58"
2928,Rivas vaciamadrid,40.3536054,-3.5310879,13065,Cervecería la Sureña,1939,"Calle Marie Curie, 4"
2929,Rivas vaciamadrid,40.3536054,-3.5310879,13065,Aroma y Esencia,2014,"Avenida Velázquez, 2"
2930,Rivas vaciamadrid,40.3536054,-3.5310879,13065,Via Veneto,2102,"Plaza Clarín, 8"
2931,Rivas vaciamadrid,40.3536054,-3.5310879,13065,Restaurante Al-andalus,2141,"Plaza Blas de Otero, 4"
2932,Rivas vaciamadrid,40.3536054,-3.5310879,13065,Solaz,2429,"Paseo de las Provincias, 5"
2933,Rivas vaciamadrid,40.3536054,-3.5310879,13065,Capicua Gastrobar,2429,"Calle Mariano Barbacid, 5"
2934,Rivas vaciamadrid,40.3536054,-3.5310879,13065,100 Montaditos,1828,"Calle Marie Curie, 4"
2935,Rivas vaciamadrid,40.3536054,-3.5310879,13065,McDonald's,1630,"Carretera A-Iii, Km 17"
2936,Rivas vaciamadrid,40.3536054,-3.5310879,13065,Merca Rivas Dos,594,"Avenida José Hierro, 36"
2937,Robledillo de la jara,40.9529148,-3.5250504,13065,Taberna Museo,67,"Soledad, 12"
2938,Robledillo de la jara,40.9529148,-3.5250504,13065,Posada de Robledillo,109,"Calle de la Fuente, 24"
2939,Robledillo de la jara,40.9529148,-3.5250504,13065,Bar Tere,2454,"Calle Llano de la Huerta, 0"
2940,Robledillo de la jara,40.9529148,-3.5250504,13065,Novella Gonzalez Nuria,45,"Calle de la Soledad, 12"
2941,Robledo de chavela,40.5009201,-4.2380999,13065,Bar Sevilla,35,"Plaza España, 5"
2942,Robledo de chavela,40.5009201,-4.2380999,13065,Espiga de Oro,52,"Plaza de España, 13"
2943,Robledo de chavela,40.5009201,-4.2380999,13065,Bar Parada,78,"Plaza Piedita, 8"
2944,Robledo de chavela,40.5009201,-4.2380999,13065,Premier Cafe,83,"Los Mesones, 16"
2945,Robledo de chavela,40.5009201,-4.2380999,13065,Cava Baja,189,"Avenida Constitución, 26"
2946,Robledo de chavela,40.5009201,-4.2380999,13065,La Almenara,208,"Avenida Constitución, 26"
2947,Robledo de chavela,40.5009201,-4.2380999,13065,Trattoria,493,"Carretera Valdemaqueda, 29"
2948,Robledo de chavela,40.5009201,-4.2380999,13065,Roqueo de Chavela,1544,"Calle Almenara, 1233"
2949,Robledo de chavela,40.5009201,-4.2380999,13065,Sidrería el Manzano,135,"Avenida de la Constitución, 14"
2950,Robledo de chavela,40.5009201,-4.2380999,13065,Robledo Rural,212,"Pso. de los Alamos, 14"
2951,Robledo de chavela,40.5009201,-4.2380999,13065,Roqueo de Chavela,1606,"Calle Almenara, 1233"
2952,Robregordo,41.1064517,-3.5937466,13065,La Conce,2964,"Carretera Irún, Km 92,2"
2953,Las rozas de madrid,40.4933095,-3.8758396,13065,Flanker,401,"Calle Lope de Vega, 2"
2954,Las rozas de madrid,40.4933095,-3.8758396,13065,El Jamoncito,411,"Comunidad de Madrid, 37-41"
2955,Las rozas de madrid,40.4933095,-3.8758396,13065,Rigatoni,2986,"Carretera de Boadilla, 8"
2956,Las rozas de madrid,40.4933095,-3.8758396,13065,Restaurante Sidrería Argayo,2025,"Calle Castillo de Arévalo, 2"
2957,Las rozas de madrid,40.4933095,-3.8758396,13065,El Viejo Fogón,2725,"San Andrés, 14"
2958,Las rozas de madrid,40.4933095,-3.8758396,13065,Taberna del Volapié,2017,"Calle Castillo de Arévalo, 2"
2959,Las rozas de madrid,40.4933095,-3.8758396,13065,El Tomate de las Rozas,1971,"Calle Budapest, 2"
2960,Las rozas de madrid,40.4933095,-3.8758396,13065,Casa Pedro,2142,"Avenida Doctor Marañon, 2"
2961,Las rozas de madrid,40.4933095,-3.8758396,13065,Nakama Sushi Bar,1924,"Calle Belgrado, 22"
2962,Las rozas de madrid,40.4933095,-3.8758396,13065,La Tagliatella,1865,"Centro Comercial Gran Plaza, 2"
2963,Las rozas de madrid,40.4933095,-3.8758396,13065,El Olivo,1899,"Calle Belgrado, 18"
2964,Las rozas de madrid,40.4933095,-3.8758396,13065,Foster's Hollywood Gran Plaza 2 Majadahonda,1882,"Centro Comercial Gran Plaza, 2"
2965,Las rozas de madrid,40.4933095,-3.8758396,13065,El Dos Dimsum Bar,29,"Plaza de España, 2"
2966,Las rozas de madrid,40.4933095,-3.8758396,13065,Sagarmatha,49,"San Agustín, 2"
2967,Las rozas de madrid,40.4933095,-3.8758396,13065,Restaurante el Montecillo,51,"Calle San Agustin, 2"
2968,Las rozas de madrid,40.4933095,-3.8758396,13065,Churros Europolis,1900,"Dublín, 39"
2969,Las rozas de madrid,40.4933095,-3.8758396,13065,Burger King,1883,"Calle Matemáticos, 8"
2970,Las rozas de madrid,40.4933095,-3.8758396,13065,Jolumaje,70,"Calle Navarra, 4"
2971,Las rozas de madrid,40.4933095,-3.8758396,13065,Lizarran,84,"Avenida de los Toreros, 5"
2972,Las rozas de madrid,40.4933095,-3.8758396,13065,Elcervecero.Es,332,"Comunidad de Madrid, 41"
2973,Las rozas de madrid,40.4933095,-3.8758396,13065,45 Revoluciones,393,"Comunidad de Madrid, 37"
2974,Las rozas de madrid,40.4933095,-3.8758396,13065,Comiditas de la Abuela,583,"Calle Cuesta de San Francisco, 16"
2975,Las rozas de madrid,40.4933095,-3.8758396,13065,La Renta,2896,"Calle Rosalía de Castro, 1"
2976,Las rozas de madrid,40.4933095,-3.8758396,13065,Croccos,652,"Calle Real, 42"
2977,Las rozas de madrid,40.4933095,-3.8758396,13065,Tambo,652,"Avenida de la Coruña, 42"
2978,Las rozas de madrid,40.4933095,-3.8758396,13065,El Texu,673,"Carretera A6, Km 18"
2979,Las rozas de madrid,40.4933095,-3.8758396,13065,Onneca las Rozas,688,"Calle Mercedes Formica, 6"
2980,Las rozas de madrid,40.4933095,-3.8758396,13065,Terraza D'lukashouse,1360,"Palenque, 1"
2981,Las rozas de madrid,40.4933095,-3.8758396,13065,Lowcountry Boys,1711,"Avenida Nuestra Señora del Retamar, 16"
2982,Las rozas de madrid,40.4933095,-3.8758396,13065,Restaurante la Parada las Rozas,1715,"Avenida Nuestra Señora del Retamar, 16"
2983,Las rozas de madrid,40.4933095,-3.8758396,13065,Club Social Comunidad de Propietarios las Huertas,1719,"Huertas, 1"
2984,Las rozas de madrid,40.4933095,-3.8758396,13065,"Olé, al gusto",1861,"Centro Comercial Gran Plaza, 2"
2985,Las rozas de madrid,40.4933095,-3.8758396,13065,Brasayleña - Gran Plaza 2,1939,"Calle Químicos, 2"
2986,Las rozas de madrid,40.4933095,-3.8758396,13065,100 Montaditos,1939,"Calle Bruselas, 40"
2987,Las rozas de madrid,40.4933095,-3.8758396,13065,Restaurante Chino Xin,2010,"Castillo de Belmonte, 2"
2988,Las rozas de madrid,40.4933095,-3.8758396,13065,La Marinera,2174,"Calle de las Mieses, 2"
2989,Las rozas de madrid,40.4933095,-3.8758396,13065,Lotus,2175,"Calle de Hernán Cortés, 7-21"
2990,Las rozas de madrid,40.4933095,-3.8758396,13065,Pannus,2194,"Calle Doctor Calero, 20"
2991,Las rozas de madrid,40.4933095,-3.8758396,13065,Tetería Cleopatra,2208,Calle Madrid Nº4
2992,Las rozas de madrid,40.4933095,-3.8758396,13065,La Gabarra,2525,"Calle Santa Catalina, 21"
2993,Las rozas de madrid,40.4933095,-3.8758396,13065,Restaurante Taberna Gabriela,2294,"Plaza de la Constitucion, 4"
2994,Las rozas de madrid,40.4933095,-3.8758396,13065,"Muñoz Garcia, M",2308,"Calle San Pablo, 1"
2995,Las rozas de madrid,40.4933095,-3.8758396,13065,Tokio Sushi Bar,2495,"Mina, 14"
2996,Las rozas de madrid,40.4933095,-3.8758396,13065,Tradiciones Peruanas,2523,"Calle Mina, 14"
2997,Las rozas de madrid,40.4933095,-3.8758396,13065,Horno Santa Mónica,2529,"Calle Gran Vía, 48"
2998,Las rozas de madrid,40.4933095,-3.8758396,13065,Fu Pu Xian,2563,"Calle del Cristo, 16"
2999,Las rozas de madrid,40.4933095,-3.8758396,13065,La Goleta,2620,"Plaza Cristóbal Colón, 9"
3000,Las rozas de madrid,40.4933095,-3.8758396,13065,La Mascarada,2639,"Calle Gran Vía, 6"
3001,Las rozas de madrid,40.4933095,-3.8758396,13065,Paleo Natura,29,"Avenida de Atenas, 75"
3002,Las rozas de madrid,40.4933095,-3.8758396,13065,Abrasador,100,"Avenida de los Toreros, 1"
3003,Rozas de puerto real,40.3098351,-4.4912111,13065,Andres de Castro Lopez,1781,"Avenida Portugal, 1"
3004,Rozas de puerto real,40.3098351,-4.4912111,13065,Meson Entrepinos,2404,"Avenida de la Coruña, 1B"
3005,Rozas de puerto real,40.3098351,-4.4912111,13065,Casa Antonio,116,Carretera M-507
