,Municipio,Latitud,Longitud,Categoria,Nombre del Lugar,Distancia (m),adress
2523,Navarredonda y san mames,41.00736645,-3.731504970695029,13065,Groucho Parrilla,1946,"Cta. Gargantilla del Lozoya, 23"
2524,Navarredonda y san mames,41.00736645,-3.731504970695029,13065,La Becada,2701,"Calle Antigua Real, s/n"
2525,Navas del rey,40.3863666,-4.2508402,13065,Bar Restaurante el Principe,123,"Plaza del Principe, 4"
2526,Navas del rey,40.3863666,-4.2508402,13065,Don de Junior Bar,197,"Calle Virgen de la Soledad, 6"
2527,Navas del rey,40.3863666,-4.2508402,13065,Restaurante Gargantúa,225,"Vía Olímpica, 6"
2528,Navas del rey,40.3863666,-4.2508402,13065,Gargantúa Cafetería Restaurante,233,"Vía Olímpica, 6"
2529,Navas del rey,40.3863666,-4.2508402,13065,Restaurante Voltereta,385,"Avenida de Madrid, 27"
2530,Navas del rey,40.3863666,-4.2508402,13065,Restaurante Nuevo Avenida,853,"Avenida Generalisimo, 47"
2531,Nuevo baztan,40.3659255,-3.2443102,13065,La Casa Vieja del Abuelo,104,"Plaza de la Iglesia, 4"
2532,Nuevo baztan,40.3659255,-3.2443102,13065,Meson el Conde,104,"Plaza de la Iglesia, 5"
2533,Nuevo baztan,40.3659255,-3.2443102,13065,Taberna de la Olmeda,138,"Calle Palacio, 1"
2534,Nuevo baztan,40.3659255,-3.2443102,13065,La Cabana del Baztan,504,"Calle Eras, 8"
2535,Nuevo baztan,40.3659255,-3.2443102,13065,La Fuente del Gato,1831,"Calle la Fragua, 1"
2536,Nuevo baztan,40.3659255,-3.2443102,13065,El Porton,1918,"Calle Mayor, 26"
2537,Nuevo baztan,40.3659255,-3.2443102,13065,La Taberna del Buho,2090,"Calle Mayor, 61"
2538,Nuevo baztan,40.3659255,-3.2443102,13065,La Fontana,2114,"Plaza Centro Comercial la, 0"
2539,Nuevo baztan,40.3659255,-3.2443102,13065,Sapori D' Italia,2118,"Avenida Luxemburgo, 18"
2540,Nuevo baztan,40.3659255,-3.2443102,13065,Döner Kebab Eurovillas,2231,"Avenida Luxemburgo, 34"
2541,Nuevo baztan,40.3659255,-3.2443102,13065,O Forno,2242,Avenida Luxemburgo 34A
2542,Nuevo baztan,40.3659255,-3.2443102,13065,New Tokay,2248,Local 32-34
2543,Nuevo baztan,40.3659255,-3.2443102,13065,Trattoria Vittozzi,1540,"Calle Com. Eurovillas I, s/n"
2544,Nuevo baztan,40.3659255,-3.2443102,13065,La Olmeda Restaurante,1980,"Carretera Mondéjar M-219, Km 22"
2545,Nuevo baztan,40.3659255,-3.2443102,13065,Trattoria Vittozzi,2211,Local 6 y
2546,Nuevo baztan,40.3659255,-3.2443102,13065,Bar-Restaurante el Túnel,2226,"Calle Com. Eurovillas I, s/n"
2547,Olmeda de las fuentes,40.3695225,-3.2213199,13065,El Porton,108,"Calle Mayor, 26"
2548,Olmeda de las fuentes,40.3695225,-3.2213199,13065,La Fuente del Gato,158,"Calle la Fragua, 1"
2549,Olmeda de las fuentes,40.3695225,-3.2213199,13065,La Taberna del Buho,210,"Calle Mayor, 61"
2550,Olmeda de las fuentes,40.3695225,-3.2213199,13065,Taberna de la Olmeda,1893,"Calle Palacio, 1"
2551,Olmeda de las fuentes,40.3695225,-3.2213199,13065,La Casa Vieja del Abuelo,1908,"Plaza de la Iglesia, 4"
2552,Olmeda de las fuentes,40.3695225,-3.2213199,13065,Meson el Conde,1908,"Plaza de la Iglesia, 5"
2553,Olmeda de las fuentes,40.3695225,-3.2213199,13065,La Cabana del Baztan,2021,"Calle Eras, 8"
2554,Olmeda de las fuentes,40.3695225,-3.2213199,13065,La Olmeda Restaurante,57,"Carretera Mondéjar M-219, Km 22"
2555,Orusco de tajuna,40.2853409,-3.2096521,13065,Castilla,78,"Calle Mayor, 18"
2556,Orusco de tajuna,40.2853409,-3.2096521,13065,Ibericoteca,93,"Calle Mayor, 13"
2557,Orusco de tajuna,40.2853409,-3.2096521,13065,Bar los Nietos,383,"Calle Gran Via, 4"
2558,Orusco de tajuna,40.2853409,-3.2096521,13065,Mesón la Rivera,384,"Calle Gran Via, 9"
2559,Paracuellos de jarama,40.5048527,-3.5317621,13065,Pizzacuellos,132,"Calle del Real de Burgos, 34"
2560,Paracuellos de jarama,40.5048527,-3.5317621,13065,El Albero,310,"Calle Paquito Muñoz, 5"
2561,Paracuellos de jarama,40.5048527,-3.5317621,13065,Fast Pan y Pasteles,1506,"Avenida Juan Pablo II Miramadrid, 26"
2562,Paracuellos de jarama,40.5048527,-3.5317621,13065,El Balcón de Quevedo,1704,"Calle Quevedo, s/n"
2563,Paracuellos de jarama,40.5048527,-3.5317621,13065,Dublinia,1539,"Paseo de las Camelias, 2"
2564,Paracuellos de jarama,40.5048527,-3.5317621,13065,Bar Plaza,22,"Plaza de la Constitucion, 5"
2565,Paracuellos de jarama,40.5048527,-3.5317621,13065,Mexico Lindo y Qué Rico,22,"Plaza de la Constitución, 4"
2566,Paracuellos de jarama,40.5048527,-3.5317621,13065,Bocado Delicado,39,"Chorrilo Alta, 10"
2567,Paracuellos de jarama,40.5048527,-3.5317621,13065,La Bellota de Oro,1524,"Avenida Juan Pablo II, 26"
2568,Paracuellos de jarama,40.5048527,-3.5317621,13065,Don Pollo,93,"Calle Real, 21"
2569,Paracuellos de jarama,40.5048527,-3.5317621,13065,Pasteleria Araceli,124,"Calle Chorrillo Alta, 37"
2570,Paracuellos de jarama,40.5048527,-3.5317621,13065,Meson Paracuellos,142,"Calle Real, 36"
2571,Paracuellos de jarama,40.5048527,-3.5317621,13065,Bar Garcia,245,"Calle Real, 35"
2572,Paracuellos de jarama,40.5048527,-3.5317621,13065,Taberna el Burladero,259,"Calle Real, 37"
2573,Paracuellos de jarama,40.5048527,-3.5317621,13065,Boccana,351,"Paseo del Radar, 17"
2574,Paracuellos de jarama,40.5048527,-3.5317621,13065,El Mosky,434,"Paseo del Radar, 18"
2575,Paracuellos de jarama,40.5048527,-3.5317621,13065,Sport Bar Paracuellos,545,"Paseo de Extremadura, s/n"
2576,Paracuellos de jarama,40.5048527,-3.5317621,13065,Burger King,1554,"Avenida Juan Pablo II, 14"
2577,Paracuellos de jarama,40.5048527,-3.5317621,13065,Telepizza,1500,Avenida Juan Pablo II Nº26
2578,Paracuellos de jarama,40.5048527,-3.5317621,13065,Bar Restaurante Hnos Romero,1403,"Calle Pio Baroja, 1"
2579,Paracuellos de jarama,40.5048527,-3.5317621,13065,Hermanos Romero,1403,"Carretera Belvis, Km 0,8"
2580,Paracuellos de jarama,40.5048527,-3.5317621,13065,Prado Ribera,1458,"Miguel de Cervantes, 2"
2581,Paracuellos de jarama,40.5048527,-3.5317621,13065,Los Sauces,1480,"Cno. Camposanto, s/n"
2582,Paracuellos de jarama,40.5048527,-3.5317621,13065,Bp,1486,"Paseo de las Camelias, 2"
2583,Paracuellos de jarama,40.5048527,-3.5317621,13065,Asiático Jazmin,1544,"Calle de Gaspar de Morales, 1A"
2584,Paracuellos de jarama,40.5048527,-3.5317621,13065,Achilipu,1577,"Avenida Juan Pablo II, 28"
2585,Paracuellos de jarama,40.5048527,-3.5317621,13065,Restaurante el Canario,1650,"Calle Cañada, 1"
2586,Paracuellos de jarama,40.5048527,-3.5317621,13065,Arroceria Rico,2913,"Carretera Fuente del Saz, Km 3,4"
2587,Paracuellos de jarama,40.5048527,-3.5317621,13065,Rasgos Restauracion,44,"Carretera M-111 Paracuellos-Belvis, Km 8"
2588,Paracuellos de jarama,40.5048527,-3.5317621,13065,El Sanabria,433,"P.º Radar, 18"
2589,Paracuellos de jarama,40.5048527,-3.5317621,13065,Il Becco,1006,"Avenida Juan Pablo II, 26"
2590,Paracuellos de jarama,40.5048527,-3.5317621,13065,Ramiro Restaurante,1451,"Avenida Miguel de Cervantes, s/n"
2591,Paracuellos de jarama,40.5048527,-3.5317621,13065,A Chili Pú,1542,"Paseo de las Camelia, s/n"
2592,Paracuellos de jarama,40.5048527,-3.5317621,13065,Restaurante Appetizer,1602,"Calle de Severo Ochoa, 8"
2593,Paracuellos de jarama,40.5048527,-3.5317621,13065,el Canario,1656,"Carretera Fuente el Saz, Km 1,2"
2594,Paracuellos de jarama,40.5048527,-3.5317621,13065,Taberna del Mar,2002,"Carretera Belvís, Km 2,2"
2595,Parla,40.2373952,-3.7718902,13065,Pizzería tipica il gusto per l'autentico,325,"Calle Domingo Malagón, 12"
2596,Parla,40.2373952,-3.7718902,13065,Restaurante Patati´ss,593,"Calle de Dos Amigos, 35"
2597,Parla,40.2373952,-3.7718902,13065,Beer para Creer,748,"Calle Isabel Ll, 21"
2598,Parla,40.2373952,-3.7718902,13065,Cerveceria Jamoneria Don Cirilo,473,"Calle Jaime I el Conquistador, 23"
2599,Parla,40.2373952,-3.7718902,13065,Domino's Pizza,381,"La Sal, 52"
2600,Parla,40.2373952,-3.7718902,13065,McDonald's,899,"Calle Viario de Ronda, s/n"
2601,Parla,40.2373952,-3.7718902,13065,Burger King,1453,"Calle Planeta Venus, 2"
2602,Parla,40.2373952,-3.7718902,13065,100 Montaditos,1293,"Calle de Picasso, 1B"
2603,Parla,40.2373952,-3.7718902,13065,Chanab Doner Kebab,87,"Calle Iglesia, 5"
2604,Parla,40.2373952,-3.7718902,13065,Kontiki,193,"Jerusalén, 2"
2605,Parla,40.2373952,-3.7718902,13065,Cien Pizzitas,294,"Calle Domingo Malagón, 3"
2606,Parla,40.2373952,-3.7718902,13065,McDonald's,874,"Avenida Lagunas, 5"
2607,Parla,40.2373952,-3.7718902,13065,Casa de China,339,"Calle Real, 66"
2608,Parla,40.2373952,-3.7718902,13065,Restaurante-Cafetería Alameda,376,"Avenida Juan Carlos I, 3"
2609,Parla,40.2373952,-3.7718902,13065,Restaurante Gran Muralla,395,"Calle Reina Victoria, 36"
2610,Parla,40.2373952,-3.7718902,13065,Pizza Hut,397,"Calle de la Sal, 52"
2611,Parla,40.2373952,-3.7718902,13065,Burger King,1409,"Calle Paris, 14"
2612,Parla,40.2373952,-3.7718902,13065,Turco Kebap,449,Calle Pinto 39 y
2613,Parla,40.2373952,-3.7718902,13065,Cañones y Tapones,453,"Calle Alcorcón, 7"
2614,Parla,40.2373952,-3.7718902,13065,Bar la Makina,456,"Calle Pinto, 39"
2615,Parla,40.2373952,-3.7718902,13065,Burger King,868,"Avenida Lagunas, 3"
2616,Parla,40.2373952,-3.7718902,13065,Bar Manchego,499,"Calle Alcorcon, 7"
2617,Parla,40.2373952,-3.7718902,13065,La Taberna,574,"Calle Pinto, 45"
2618,Parla,40.2373952,-3.7718902,13065,El Fogón de la Nonna,602,"Calle Fuente Vieja, 2"
2619,Parla,40.2373952,-3.7718902,13065,Cervecería Marisquería Monica,605,"Jaime I el Conquistador, 41"
2620,Parla,40.2373952,-3.7718902,13065,Freedom Rock Bar Parla,608,"Calle Calderillo, 3"
2621,Parla,40.2373952,-3.7718902,13065,las Pelas,615,"Calle Segovia, 7"
2622,Parla,40.2373952,-3.7718902,13065,Nuevo Shangai,618,"Cuenca, 3"
2623,Parla,40.2373952,-3.7718902,13065,Bar los Verdes,895,"Calle Getafe, 17"
2624,Parla,40.2373952,-3.7718902,13065,Salpi,652,"Calle Burgos, 6"
2625,Parla,40.2373952,-3.7718902,13065,Ecuapan Parla,658,"Calle Burgos, 8"
2626,Parla,40.2373952,-3.7718902,13065,Galway Parla,671,"Calle el Cebadero, 4"
2627,Parla,40.2373952,-3.7718902,13065,Papa Johns Pizza,737,"Calle Leganés, 33"
2628,Parla,40.2373952,-3.7718902,13065,Restaurante Linares,808,"Calle Pinto, 59"
2629,Parla,40.2373952,-3.7718902,13065,A Lo Loko Deluxe,810,"Maria Zambrano, 26"
2630,Parla,40.2373952,-3.7718902,13065,El Fogón,828,"Calle Isabel II, 27"
2631,Parla,40.2373952,-3.7718902,13065,Bar la Mezquita,831,"Calle de Juan Xxiii, 10"
2632,Parla,40.2373952,-3.7718902,13065,El Rincón de Luis Carballo,835,"Calle Cuenca, 34"
2633,Parla,40.2373952,-3.7718902,13065,Bar restaurante jesus,862,"Calle Alfonso XIII, Nº 23"
2634,Parla,40.2373952,-3.7718902,13065,Mesón el Cazador,885,"Calle Pablo Casals, 22"
2635,Parla,40.2373952,-3.7718902,13065,Restaurante Chino Gran Mundo,892,"Alfonso XLLL, 21"
2636,Parla,40.2373952,-3.7718902,13065,Las Trebedes,892,"Calle Getafe, 17"
2637,Parla,40.2373952,-3.7718902,13065,La Esquina de Paco,903,"Reyes Católicos, 12"
2638,Parla,40.2373952,-3.7718902,13065,Restaurante el Lagar,969,"Calle Cuba, 34"
2639,Parla,40.2373952,-3.7718902,13065,Restaurante Chino la Paz,992,"Calle Pinto, 75"
2640,Parla,40.2373952,-3.7718902,13065,Molina Bar Restaurante,995,"Calle Joaquín Turina, 16"
2641,Parla,40.2373952,-3.7718902,13065,Restaurante Japonés de Zhi,1021,"Calle Soria, 3"
2642,Parla,40.2373952,-3.7718902,13065,La Oliva de Oro,1023,"Calle de Juan Xxiii, 44"
2643,Parla,40.2373952,-3.7718902,13065,Tartalia,1026,"Calle Pinto, 79"
2644,Parla,40.2373952,-3.7718902,13065,Biergarten,1306,"Avenida de Juan Carlos I, 10"
2645,Patones,40.8548194,-3.483954,13065,El Rey de Patones,1436,"Calle Azas, 13"
2646,Patones,40.8548194,-3.483954,13065,El Rincón de Patones,1406,"Calle del Arroyo, 16"
2647,Patones,40.8548194,-3.483954,13065,El Lavadero de Patones,1529,"Calle Buenavista, 29"
2648,Patones,40.8548194,-3.483954,13065,El Bodegón de Patones,1419,"Calle del Arroyo, 5"
2649,Patones,40.8548194,-3.483954,13065,Melones,84,"Avenida de Madrid, 83"
2650,Patones,40.8548194,-3.483954,13065,Bar Manolo,275,"Avenida de Madrid, 30"
2651,Patones,40.8548194,-3.483954,13065,La Cabaña,1426,"Calle Azas, 7"
2652,Patones,40.8548194,-3.483954,13065,La Terraza de Patones,1528,"Pizarro, 10"
2653,Patones,40.8548194,-3.483954,13065,El Chiscón,1400,"Travesia Iglesia, 12"
2654,Patones,40.8548194,-3.483954,13065,Taberna Real,1477,"Calle Real, 38"
2655,Patones,40.8548194,-3.483954,13065,Las Eras,1486,"Azas, s/n"
2656,Patones,40.8548194,-3.483954,13065,El Poleo,1489,"Travesía del Arroyo, 3"
2657,Patones,40.8548194,-3.483954,13065,Bar los Luises,2192,"Calle San Juan, 22"
2658,Patones,40.8548194,-3.483954,13065,Veracruz,2269,"Calle Veracruz, 4"
2659,Patones,40.8548194,-3.483954,13065,Las Eras - Patones de Arriba,1434,"Calle Azas, s/n"
2660,Patones,40.8548194,-3.483954,13065,Antigua Casa Pepe,2218,"Calle San Juan, 34"
2661,Patones,40.8548194,-3.483954,13065,Asador San Isidro,2395,"Plaza San Isidro, 5"
2662,Pedrezuela,40.7451088,-3.6030185,13065,Sal y Canela,172,"San Roque, 17"
2663,Pedrezuela,40.7451088,-3.6030185,13065,La Cueva de Krusty,2381,"Calle Santa Maria de la Cuesta, 58"
2664,Pedrezuela,40.7451088,-3.6030185,13065,El Puntito,2192,"Salud, 1"
2665,Pedrezuela,40.7451088,-3.6030185,13065,El Matador,2315,"Cuesta, s/n"
2666,Pedrezuela,40.7451088,-3.6030185,13065,La Terracita de Julia,327,"Calle San Isidro, 37"
2667,Pedrezuela,40.7451088,-3.6030185,13065,Mesón Gerardo,121,"Calle Eras, 28"
2668,Pedrezuela,40.7451088,-3.6030185,13065,El Mesón del Asado - Antigua Casa Heliodoro,20,"Plaza de la Constitución, 3"
2669,Pedrezuela,40.7451088,-3.6030185,13065,La Cuesta,30,"Calle del Calvario, 8"
2670,Pedrezuela,40.7451088,-3.6030185,13065,Casa Galo,31,"Calle Calvario, 8"
2671,Pedrezuela,40.7451088,-3.6030185,13065,El Kamalinoe Parrilla Restaurante,84,"Calle Calvario, 21"
2672,Pedrezuela,40.7451088,-3.6030185,13065,Embutidos Pedrezuela,110,"Calle de las Eras, 32"
2673,Pedrezuela,40.7451088,-3.6030185,13065,La Parada,121,"Calle de las Eras, 38"
2674,Pedrezuela,40.7451088,-3.6030185,13065,Roxy,121,"Calle de las Eras, 42"
2675,Pedrezuela,40.7451088,-3.6030185,13065,La Cabaña,169,"Calle de las Eras, 29"
2676,Pedrezuela,40.7451088,-3.6030185,13065,La Quedada de Con Amor y Pimienta,173,"Calle de las Eras, 10"
2677,Pedrezuela,40.7451088,-3.6030185,13065,Casa Paco y la tuya,245,"Paseo de la Ermita, 16"
2678,Pedrezuela,40.7451088,-3.6030185,13065,Tapas y copas,266,"Paseo de la Ermita, 12"
2679,Pedrezuela,40.7451088,-3.6030185,13065,El Rincón de Wbass,364,"Paseo de la Ermita, 16"
2680,Pedrezuela,40.7451088,-3.6030185,13065,La Cueva del Lobo,2282,"Santa Maria de la Cuesta, 14"
2681,Pedrezuela,40.7451088,-3.6030185,13065,Los Nuevos Hornos,1276,"Carretera Nacional I, Km 45"
2682,Pedrezuela,40.7451088,-3.6030185,13065,La Bruja Cervecería,1830,"Avenida de España, 67"
2683,Pedrezuela,40.7451088,-3.6030185,13065,Casa Lozano,1922,"Avenida de España, 51"
2684,Pedrezuela,40.7451088,-3.6030185,13065,Sidrería Paraiso Asturies,2037,"Plaza del Paraíso, 10"
2685,Pedrezuela,40.7451088,-3.6030185,13065,Bar Luna,2054,"Calle Nuestra Señora de la Asunción, el Molar"
2686,Pedrezuela,40.7451088,-3.6030185,13065,Bar la Alhambra,2196,"Calle de la Salud, 3"
2687,Pedrezuela,40.7451088,-3.6030185,13065,Las Cuevas de Olivares,2204,"Santa Maria de la Cuesta, 2"
2688,Pedrezuela,40.7451088,-3.6030185,13065,El puntito,2217,"Calle Salud, 1"
2689,Pedrezuela,40.7451088,-3.6030185,13065,Döner Kebab Esperanza,2238,"Calle Real, 16"
2690,Pedrezuela,40.7451088,-3.6030185,13065,Cervecería Flash,2259,"Calle Real, 9"
2691,Pedrezuela,40.7451088,-3.6030185,13065,Bodega Cueva Típica el Espada,2277,"Calle Santa Maria de la Cuesta, 20"
2692,Pedrezuela,40.7451088,-3.6030185,13065,El Tascon Cueva,2287,"Santa Maria de la Cuesta, 18"
2693,Pedrezuela,40.7451088,-3.6030185,13065,Restaurante Chino Oriente,2291,"Calle Real, 15"
2694,Pedrezuela,40.7451088,-3.6030185,13065,Ruta 42 Bistró,2299,"Travesia de Pocito, s/n"
2695,Pedrezuela,40.7451088,-3.6030185,13065,Bodega el Pucherito,2303,"Calle Cuesta, 14"
2696,Pedrezuela,40.7451088,-3.6030185,13065,El Patio de los Olivos,2313,"Calle San Roque, 8"
2697,Pedrezuela,40.7451088,-3.6030185,13065,Cueva el Matador-Taberna Marinera,2315,"Calle de la Cuesta, 23"
2698,Pedrezuela,40.7451088,-3.6030185,13065,La Bodega de Prada,2336,"Santa María de la Cuesta, s/n"
2699,Pedrezuela,40.7451088,-3.6030185,13065,Cafetería - Restaurante Montenebro,2365,"Avenida de las Olimpiadas, s/n"
2700,Pedrezuela,40.7451088,-3.6030185,13065,El Bodegon de Olivares,2295,"Santa Maria de la Cuesta, 24"
2701,Pedrezuela,40.7451088,-3.6030185,13065,La Sidreria,2800,"Magdalena, 48"
2702,Pedrezuela,40.7451088,-3.6030185,13065,Gonzalez Chichon,136,"Las Eras, 46"
2703,Pedrezuela,40.7451088,-3.6030185,13065,El Cucharon,174,"Calle Santa Ana, 30"
2704,Pedrezuela,40.7451088,-3.6030185,13065,El Molar Restauradores,1510,"Calle Jose Antonio, 51"
2705,Pedrezuela,40.7451088,-3.6030185,13065,Olipasan,2068,"Plaza Gralmo, 2"
2706,Pedrezuela,40.7451088,-3.6030185,13065,El Bodegón de Olivares,2289,"Calle la Cuesta, 5"
2707,Pedrezuela,40.7451088,-3.6030185,13065,Reserboda,2565,"Carretera Madrid-Irún, Km 37"
2708,Pelayos de la presa,40.3605272,-4.3334254,13065,Mesón del Puerto,2800,"Carretera M-501, Km 47"
2709,Pelayos de la presa,40.3605272,-4.3334254,13065,McPacos,37,"Calle de la Estación, 4"
2710,Pelayos de la presa,40.3605272,-4.3334254,13065,La Terraza,60,"Estacion, 9"
2711,Pelayos de la presa,40.3605272,-4.3334254,13065,Burguer Mc Pacos,81,"Calle Estación, 4"
2712,Pelayos de la presa,40.3605272,-4.3334254,13065,El Plan B,191,"Plaza del Ayuntamiento, 8"
2713,Pelayos de la presa,40.3605272,-4.3334254,13065,El Huerto,196,"Avenida Marcial Llorente, 43"
2714,Pelayos de la presa,40.3605272,-4.3334254,13065,La Casona,285,"Avenida de Marcial Llorente, 59"
2715,Pelayos de la presa,40.3605272,-4.3334254,13065,Costa Cruz,529,"Marcial Llorente, 15"
2716,Pelayos de la presa,40.3605272,-4.3334254,13065,El Mirador de Pelayos,878,"Avenida del Mirador, 62"
2717,Pelayos de la presa,40.3605272,-4.3334254,13065,La Martuka Restaurante & Chill Out. Actividades acuáticas,1614,"Carretera del Pantano, 3"
2718,Pelayos de la presa,40.3605272,-4.3334254,13065,Vicente Restaurante,1672,"Prje. Emb. San Juan, s/n"
2719,Pelayos de la presa,40.3605272,-4.3334254,13065,Restaurante Monasterio,1510,"Carretera del Pantano, s/n"
2720,Pelayos de la presa,40.3605272,-4.3334254,13065,Merendero la Playa,1531,"Camino Embalse de San Juan, s/n"
2721,Perales de tajuna,40.2325718,-3.3517265,13065,El Lagar de Nemesio,134,"Calle Mayor Baja, 32"
2722,Perales de tajuna,40.2325718,-3.3517265,13065,Poldo,222,"Plaza de la Constitucion, 6"
2723,Perales de tajuna,40.2325718,-3.3517265,13065,Restaurante las Vegas Perales,445,"Carretera Madrid-Valencia N-Iii, 39"
2724,Perales de tajuna,40.2325718,-3.3517265,13065,Complejo los Pradillos,1405,"Camino de Valdeperales, s/n"
2725,Perales de tajuna,40.2325718,-3.3517265,13065,Las Vegas,1953,"Autov. Levante, Km 37,87"
2726,Perales de tajuna,40.2325718,-3.3517265,13065,Las Vegas Restaurante,1941,"Carretera de Valencia, Km 39"
2727,Perales de tajuna,40.2325718,-3.3517265,13065,Restauracion Mariblanca,145,"Calle Mayor Baja, 32"
2728,Pinilla del valle,40.9261949,-3.8184676,13065,El Corralón del Embalse,173,"Calle de la Presa, 26"
2729,Pinilla del valle,40.9261949,-3.8184676,13065,La Nogalera,286,"Avenida Nogales, 38"
2730,Pinilla del valle,40.9261949,-3.8184676,13065,Restaurante Taberna del Alamillo,2170,"Calle de la Taberna, 26"
2731,Pinilla del valle,40.9261949,-3.8184676,13065,El Mirador de Alameda,2216,"Travesía de la Cochera, 10"
2732,Pinilla del valle,40.9261949,-3.8184676,13065,Bar Rufino,2326,"Plaza Santa Marina, 1"
2733,Pinilla del valle,40.9261949,-3.8184676,13065,Restaurante el Colorao,2337,"Travesía de Grande, 8"
2734,Pinilla del valle,40.9261949,-3.8184676,13065,Restaurante el boliche,3268,"Calle del Rio, 13"
2735,Pinilla del valle,40.9261949,-3.8184676,13065,Recursos turisticos del valle de lozoya,181,"Calle Presa, 26"
2736,Pinto,40.240985,-3.7005072,13065,Malauva,467,"Calle de San Juan, 11"
2737,Pinto,40.240985,-3.7005072,13065,Taberna la Barberia,2040,"Calle de Juan Pablo II, 2"
2738,Pinto,40.240985,-3.7005072,13065,100 Montaditos,828,"Pablo Picasso, s/n"
2739,Pinto,40.240985,-3.7005072,13065,Telepizza,224,"Plaza de las Mercedes, 4"
2740,Pinto,40.240985,-3.7005072,13065,Reinols,678,"Calle San Juan, 18"
2741,Pinto,40.240985,-3.7005072,13065,Bar Mariano 1 X 2,116,"Calle Real, 17"
2742,Pinto,40.240985,-3.7005072,13065,El Mar de Arena Cafe Dakar,122,"Calle Real, 19"
2743,Pinto,40.240985,-3.7005072,13065,Cafetería Trazos,205,"Paseo Dolores Soria, 7"
2744,Pinto,40.240985,-3.7005072,13065,Restaurante Chino China Town,267,"Calle Nicaragua, 17"
2745,Pinto,40.240985,-3.7005072,13065,En'boka Asador,270,"Joan Miro, 1"
2746,Pinto,40.240985,-3.7005072,13065,Cafe - Bar Isabel,272,"Calle Cristo, 7"
2747,Pinto,40.240985,-3.7005072,13065,Bar de Tapas el Capricho,321,"Calle San Martín, 14"
2748,Pinto,40.240985,-3.7005072,13065,Sublime,376,"Calle Joan Miró, 16"
2749,Pinto,40.240985,-3.7005072,13065,Punctum,384,Plaza Raso Navero
2750,Pinto,40.240985,-3.7005072,13065,Churreria Chupy,386,"Calle de la Solana, s/n"
2751,Pinto,40.240985,-3.7005072,13065,La Rinconada,402,Plaza Raso Nevero
2752,Pinto,40.240985,-3.7005072,13065,Bar París,429,"Calle Alfaro, 12"
2753,Pinto,40.240985,-3.7005072,13065,Limalimut,472,"Calle San Juan, 11"
2754,Pinto,40.240985,-3.7005072,13065,A Fuego Lento,480,"Jarama, 7"
2755,Pinto,40.240985,-3.7005072,13065,Bar Claudia,520,"Calle Perales, 11"
2756,Pinto,40.240985,-3.7005072,13065,McDonald's,1041,"Carretera N-iv, Km 20,2"
2757,Pinto,40.240985,-3.7005072,13065,Las Bravas,565,"Calle Alfaro, 9"
2758,Pinto,40.240985,-3.7005072,13065,Buenaventura,571,"San Antón, 43"
2759,Pinto,40.240985,-3.7005072,13065,Rincon de Pinto,573,"Pedro Rubín de Celis, 28"
2760,Pinto,40.240985,-3.7005072,13065,Nova Galicia II,578,"Calle Alfaro, 11"
2761,Pinto,40.240985,-3.7005072,13065,Café el Teatro,580,"Calle de las Alpujarras, 11"
2762,Pinto,40.240985,-3.7005072,13065,Restaurante Cocina Asiática,580,Calle de San Antón
2763,Pinto,40.240985,-3.7005072,13065,Polleria Fernandez,653,"San Vicente, 1"
2764,Pinto,40.240985,-3.7005072,13065,La Ostra,674,"Calle San Emilio, s/n"
2765,Pinto,40.240985,-3.7005072,13065,Cenador del Parque,682,Pablo Picasso. s/n
2766,Pinto,40.240985,-3.7005072,13065,Mesón Toledano,694,"Calle de Castilla, 13"
2767,Pinto,40.240985,-3.7005072,13065,Bar J.S,738,"Calle Galicia, 5"
2768,Pinto,40.240985,-3.7005072,13065,Carpe Diem,769,"Calle del Santo Domingo de Silos, 15"
2769,Pinto,40.240985,-3.7005072,13065,Cinesur Plaza Éboli,812,"Calle Pablo Picasso, s/n"
2770,Pinto,40.240985,-3.7005072,13065,Malu Coffee Shop,812,"Calle Pablo Picasso, 12"
2771,Pinto,40.240985,-3.7005072,13065,Telepizza,814,"Calle Pablo Picasso, s/n"
2772,Pinto,40.240985,-3.7005072,13065,Hola Café Pinto,816,"Calle Aragon, 27"
2773,Pinto,40.240985,-3.7005072,13065,Don G,822,"Centro Comercial Plaza Eboli Cl Pablo Picasso, s/n"
2774,Pinto,40.240985,-3.7005072,13065,Foster's Hollywood,812,"Centro Comercial Plaza Éboli. Local, 205"
2775,Pinto,40.240985,-3.7005072,13065,Casa Antonio,960,"Calle Águilas, 14"
2776,Pinto,40.240985,-3.7005072,13065,Sala Groove,1003,"Carretera de Andalucía N-iv, Km 20"
2777,Pinto,40.240985,-3.7005072,13065,Concepto Bistró,1126,"Calle Aguas, 6"
2778,Pinto,40.240985,-3.7005072,13065,Han,1189,"Pintor Antonio López, 6"
2779,Pinto,40.240985,-3.7005072,13065,Restaurante Casa Andalucía,1260,"Plaza David Martín, s/n"
2780,Pinto,40.240985,-3.7005072,13065,Churreria Chocolateria las Naciones,1260,"Avenida de las Naciones, 39"
2781,Pinto,40.240985,-3.7005072,13065,Darilo's Pizza Pinto,1267,"Avenida de las Naciones, 39"
2782,Pinto,40.240985,-3.7005072,13065,Manhattan Lounge,1442,"Avenida Pintor Antonio Lopez, 13"
2783,Pinto,40.240985,-3.7005072,13065,Piscinas Municipales,1452,"Calle Asturias, s/n"
